,language,sentence_id,n,vertex_id,in_degree,out_degree,degree,is_leaf,descendants,closeness,betweenness,pagerank,harmonic,eigenvector
57,Japanese,8,33,13,1,1,2,0,2,0.046875,0.006048387096774193,0.024463989237473425,1.8333333333333333,0.0
58,Japanese,8,33,11,1,3,4,0,3,0.05357142857142857,0.01814516129032258,0.023065815988714464,2.45,0.0
59,Japanese,8,33,5,1,0,1,1,0,0.0546875,0.0,0.02185833566595792,2.592857142857143,0.0
60,Japanese,8,33,23,1,0,1,1,0,0.0546875,0.0,0.02185833566595792,2.592857142857143,0.0
61,Japanese,8,33,21,1,0,1,1,0,0.0546875,0.0,0.02185833566595792,2.592857142857143,0.0
62,Japanese,8,33,19,1,4,5,0,7,0.05208333333333333,0.035282258064516125,0.036440528666822264,2.283333333333333,0.0
63,Japanese,8,33,20,1,0,1,1,0,0.05357142857142857,0.0,0.023065815988714464,2.45,0.0
64,Japanese,8,33,33,1,0,1,1,0,0.05357142857142857,0.0,0.023065815988714464,2.45,0.0
65,Japanese,8,33,8,1,0,1,1,0,0.05357142857142857,0.0,0.023065815988714464,2.45,0.0
66,Japanese,8,33,9,1,1,2,0,8,0.05,0.03225806451612903,0.024843857928806248,2.083333333333333,0.0
67,Japanese,8,33,7,1,3,4,0,14,0.046875,0.04233870967741935,0.03360539090436309,1.8333333333333333,0.0
68,Japanese,8,33,1,1,1,2,0,1,0.05357142857142857,0.006048387096774193,0.04629550124310658,2.45,0.0
69,Japanese,8,33,28,1,0,1,1,0,0.0546875,0.0,0.0546780532565157,2.592857142857143,0.0
70,Japanese,8,33,25,1,1,2,0,2,0.05208333333333333,0.010080645161290322,0.036440528666822264,2.283333333333333,0.0
71,Japanese,8,33,30,1,1,2,0,3,0.05,0.012096774193548387,0.024843857928806248,2.083333333333333,0.0
72,Japanese,8,33,17,1,0,1,1,0,0.05,0.0,0.024843857928806248,2.083333333333333,0.0
73,Japanese,8,33,31,1,1,2,0,15,0.041666666666666664,0.03024193548387097,0.021508988400137614,1.5,0.0
74,Japanese,11,30,30,0,3,3,0,29,0.0,0.0,0.013967950746476566,0.0,0.0
75,Japanese,11,30,1,1,0,1,1,0,0.034482758620689655,0.0,0.01792550902645781,1.0,0.0
76,Japanese,11,30,14,1,1,2,0,1,0.0632183908045977,0.013546798029556651,0.043978154146543755,3.0198773448773446,0.0
77,Japanese,11,30,24,1,0,1,1,0,0.0636604774535809,0.0,0.05135052515744162,3.103210678210678,0.0
78,Japanese,11,30,21,1,1,2,0,2,0.06269592476489029,0.024630541871921183,0.035305613034375974,2.928968253968254,0.0
79,Japanese,11,30,3,1,1,2,0,3,0.062068965517241385,0.0332512315270936,0.025103718900549632,2.8289682539682537,0.0
80,Japanese,11,30,7,1,2,3,0,6,0.06130268199233716,0.059113300492610835,0.026203053741673844,2.717857142857143,0.0
81,Japanese,11,30,12,1,2,3,0,11,0.0603448275862069,0.09482758620689655,0.028789663625402178,2.592857142857143,0.0
82,Japanese,11,30,27,1,1,2,0,1,0.062068965517241385,0.011083743842364532,0.025103718900549632,2.8289682539682537,0.0
83,Japanese,11,30,16,1,0,1,1,0,0.06269592476489029,0.0,0.035305613034375974,2.928968253968254,0.0
84,Japanese,11,30,8,1,1,2,0,1,0.06269592476489029,0.012315270935960592,0.04477060048233164,2.928968253968254,0.0
85,Japanese,11,30,5,1,0,1,1,0,0.0632183908045977,0.0,0.05202403152245694,3.019877344877345,0.0
86,Japanese,11,30,26,1,1,2,0,2,0.062068965517241385,0.022167487684729065,0.036239487054622696,2.8289682539682537,0.0
87,Japanese,11,30,6,1,1,2,0,3,0.06130268199233716,0.029556650246305417,0.026203053741673844,2.717857142857143,0.0
88,Japanese,11,30,25,1,2,3,0,15,0.059113300492610835,0.11083743842364532,0.034874416026202615,2.4499999999999997,0.0
89,Japanese,11,30,22,1,2,3,0,17,0.05747126436781609,0.10467980295566502,0.04919013063139424,2.283333333333333,0.0
90,Japanese,11,30,18,1,1,2,0,2,0.0603448275862069,0.017241379310344827,0.028789663625402178,2.592857142857143,0.0
91,Japanese,11,30,15,1,1,2,0,1,0.06130268199233716,0.009852216748768473,0.03843815673687112,2.717857142857143,0.0
92,Japanese,11,30,28,1,0,1,1,0,0.062068965517241385,0.0,0.0466383485228251,2.8289682539682537,0.0
93,Japanese,11,30,29,1,0,1,1,0,0.059113300492610835,0.0,0.034874416026202615,2.4499999999999997,0.0
94,Japanese,11,30,19,1,1,2,0,18,0.05517241379310345,0.08866995073891626,0.041436854545233076,2.083333333333333,0.0
95,Japanese,11,30,23,1,1,2,0,19,0.05172413793103448,0.07019704433497537,0.03231617408296837,1.8333333333333333,0.0
96,Japanese,11,30,13,1,1,2,0,20,0.04597701149425287,0.04926108374384237,0.021586230030483478,1.5,0.0
97,Japanese,11,30,10,1,2,3,0,25,0.034482758620689655,0.03078817733990148,0.01792550902645781,1.0,0.0
98,Japanese,11,30,11,1,1,2,0,1,0.034482758620689655,0.0012315270935960591,0.01792550902645781,1.0,0.0
99,Japanese,11,30,2,1,0,1,1,0,0.04597701149425287,0.0,0.029204509314490392,1.5,0.0
100,Japanese,11,30,17,1,1,2,0,1,0.05517241379310345,0.0049261083743842365,0.041436854545233076,2.083333333333333,0.0
101,Japanese,11,30,20,1,0,1,1,0,0.05747126436781609,0.0,0.04919013063139424,2.283333333333333,0.0
102,Japanese,11,30,9,1,1,2,0,2,0.05172413793103448,0.007389162561576354,0.03231617408296837,1.8333333333333333,0.0
103,Japanese,11,30,4,1,1,2,0,3,0.04597701149425287,0.007389162561576354,0.021586230030483478,1.5,0.0
104,Japanese,12,19,19,1,1,2,0,1,0.08333333333333333,0.00980392156862745,0.05768179659008468,1.8333333333333333,0.0
105,Japanese,12,19,13,1,0,1,1,0,0.08888888888888889,0.0,0.07533068964985001,2.083333333333333,0.0
106,Japanese,12,19,16,1,1,2,0,2,0.07407407407407407,0.013071895424836602,0.03691914284427486,1.5,0.0
107,Japanese,12,19,2,1,3,4,0,16,0.05555555555555555,0.05228758169934641,0.03747793699288486,1.0,0.0
108,Japanese,12,19,4,1,3,4,0,3,0.09259259259259259,0.049019607843137254,0.0903324572864918,2.283333333333333,0.0
109,Japanese,12,19,10,1,0,1,1,0,0.09523809523809523,0.0,0.051894387477723125,2.45,0.0
110,Japanese,12,19,15,1,0,1,1,0,0.09523809523809523,0.0,0.051894387477723125,2.45,0.0
111,Japanese,12,19,5,1,0,1,1,0,0.09523809523809523,0.0,0.051894387477723125,2.45,0.0
112,Japanese,12,19,14,1,1,2,0,4,0.08888888888888889,0.05228758169934641,0.07533068964985001,2.083333333333333,0.0
113,Japanese,12,19,12,1,1,2,0,5,0.08333333333333333,0.049019607843137254,0.05768179659008468,1.8333333333333333,0.0
114,Japanese,12,19,3,1,1,2,0,6,0.07407407407407407,0.0392156862745098,0.03691914284427486,1.5,0.0
115,Japanese,12,19,1,1,3,4,0,3,0.08888888888888889,0.0392156862745098,0.07533068964985001,2.083333333333333,0.0
116,Japanese,12,19,8,1,0,1,1,0,0.09259259259259259,0.0,0.04764441059670799,2.283333333333333,0.0
117,Japanese,12,19,18,1,0,1,1,0,0.09259259259259259,0.0,0.04764441059670799,2.283333333333333,0.0
118,Japanese,12,19,7,1,0,1,1,0,0.09259259259259259,0.0,0.04764441059670799,2.283333333333333,0.0
119,Japanese,12,19,17,1,1,2,0,4,0.08333333333333333,0.0392156862745098,0.05768179659008468,1.8333333333333333,0.0
120,Japanese,12,19,6,1,1,2,0,5,0.07407407407407407,0.032679738562091505,0.03691914284427486,1.5,0.0
121,Japanese,12,19,11,0,2,2,0,18,0.0,0.0,0.026300387251816076,0.0,0.0
122,Japanese,12,19,9,1,0,1,1,0,0.05555555555555555,0.0,0.03747793699288486,1.0,0.0
123,Japanese,14,29,23,1,1,2,0,1,0.05714285714285714,0.005291005291005291,0.0341128860131903,2.083333333333333,0.0
124,Japanese,14,29,29,1,0,1,1,0,0.05952380952380952,0.0,0.04471983895618117,2.283333333333333,0.0
125,Japanese,14,29,18,1,1,2,0,2,0.05357142857142857,0.007936507936507936,0.021634249019355522,1.8333333333333333,0.0
126,Japanese,14,29,28,1,5,6,0,7,0.047619047619047616,0.018518518518518517,0.03476881554613723,1.5,0.0
127,Japanese,14,29,12,1,0,1,1,0,0.05357142857142857,0.0,0.021634249019355522,1.8333333333333333,0.0
128,Japanese,14,29,1,1,0,1,1,0,0.05357142857142857,0.0,0.021634249019355522,1.8333333333333333,0.0
129,Japanese,14,29,21,1,0,1,1,0,0.05357142857142857,0.0,0.021634249019355522,1.8333333333333333,0.0
130,Japanese,14,29,11,1,0,1,1,0,0.05357142857142857,0.0,0.021634249019355522,1.8333333333333333,0.0
131,Japanese,14,29,2,1,1,2,0,8,0.03571428571428571,0.010582010582010581,0.0224061326363112,1.0,0.0
132,Japanese,14,29,6,0,2,2,0,28,0.0,0.0,0.01572358505716412,0.0,0.0
133,Japanese,14,29,19,1,1,2,0,1,0.06122448979591836,0.007936507936507936,0.028721974062152832,2.45,0.0
134,Japanese,14,29,13,1,0,1,1,0,0.0625,0.0,0.04013694356131373,2.592857142857143,0.0
135,Japanese,14,29,4,1,2,3,0,7,0.05952380952380952,0.046296296296296294,0.03058481040085691,2.283333333333333,0.0
136,Japanese,14,29,14,1,1,2,0,1,0.0642857142857143,0.011904761904761904,0.05808906831684785,2.828968253968254,0.0
137,Japanese,14,29,5,1,0,1,1,0,0.06493506493506494,0.0,0.06509985344413095,2.928968253968254,0.0
138,Japanese,14,29,9,1,1,2,0,2,0.06349206349206349,0.021164021164021163,0.04984041772959472,2.7178571428571425,0.0
139,Japanese,14,29,20,1,1,2,0,3,0.0625,0.027777777777777776,0.04013694356131373,2.592857142857143,0.0
140,Japanese,14,29,22,1,1,2,0,4,0.06122448979591836,0.031746031746031744,0.028721974062152832,2.45,0.0
141,Japanese,14,29,3,1,2,3,0,9,0.05714285714285714,0.047619047619047616,0.03496664713064124,2.0833333333333335,0.0
142,Japanese,14,29,17,1,2,3,0,16,0.05357142857142857,0.06349206349206349,0.04527690486812112,1.8333333333333333,0.0
143,Japanese,14,29,26,1,0,1,1,0,0.05952380952380952,0.0,0.03058481040085691,2.283333333333333,0.0
144,Japanese,14,29,8,1,1,2,0,1,0.05952380952380952,0.006613756613756613,0.03058481040085691,2.283333333333333,0.0
145,Japanese,14,29,27,1,0,1,1,0,0.06122448979591836,0.0,0.04172036306714155,2.45,0.0
146,Japanese,14,29,7,1,2,3,0,5,0.05714285714285714,0.026455026455026454,0.03496664713064124,2.0833333333333335,0.0
147,Japanese,14,29,16,1,1,2,0,1,0.06122448979591836,0.007936507936507936,0.04172036306714155,2.45,0.0
148,Japanese,14,29,15,1,0,1,1,0,0.0625,0.0,0.051185206907169184,2.592857142857143,0.0
149,Japanese,14,29,10,1,1,2,0,2,0.05952380952380952,0.013227513227513227,0.03058481040085691,2.283333333333333,0.0
150,Japanese,14,29,24,1,1,2,0,17,0.047619047619047616,0.04497354497354497,0.03476881554613723,1.5,0.0
151,Japanese,14,29,25,1,1,2,0,18,0.03571428571428571,0.023809523809523808,0.0224061326363112,1.0,0.0
152,Japanese,16,19,19,1,1,2,0,1,0.05555555555555555,0.0032679738562091504,0.03272760081016912,1.0,0.0
153,Japanese,16,19,7,1,0,1,1,0,0.07407407407407407,0.0,0.05078532819542013,1.5,0.0
154,Japanese,16,19,14,0,2,2,0,18,0.0,0.0,0.022966619088884394,0.0,0.0
155,Japanese,16,19,16,1,1,2,0,1,0.09722222222222222,0.022875816993464054,0.0679221357161088,2.5928571428571425,0.0
156,Japanese,16,19,8,1,0,1,1,0,0.09876543209876543,0.0,0.08070048652783628,2.7178571428571425,0.0
157,Japanese,16,19,15,1,1,2,0,2,0.09523809523809523,0.0392156862745098,0.052888353175265385,2.4499999999999997,0.0
158,Japanese,16,19,13,1,2,3,0,6,0.09259259259259259,0.09803921568627451,0.07040495807210577,2.283333333333333,0.0
159,Japanese,16,19,12,1,1,2,0,1,0.08888888888888889,0.013071895424836602,0.055809925543332375,2.083333333333333,0.0
160,Japanese,16,19,3,1,0,1,1,0,0.09259259259259259,0.0,0.07040495807210577,2.283333333333333,0.0
161,Japanese,16,19,1,1,1,2,0,2,0.08333333333333333,0.0196078431372549,0.0386389512076599,1.8333333333333333,0.0
162,Japanese,16,19,2,1,2,3,0,12,0.07407407407407407,0.0784313725490196,0.03687597364215226,1.5,0.0
163,Japanese,16,19,4,1,1,2,0,1,0.09722222222222222,0.022875816993464054,0.0679221357161088,2.5928571428571425,0.0
164,Japanese,16,19,9,1,0,1,1,0,0.09876543209876543,0.0,0.08070048652783628,2.717857142857143,0.0
165,Japanese,16,19,17,1,1,2,0,2,0.09523809523809523,0.0392156862745098,0.052888353175265385,2.4499999999999997,0.0
166,Japanese,16,19,11,1,1,2,0,7,0.08888888888888889,0.09150326797385622,0.055809925543332375,2.083333333333333,0.0
167,Japanese,16,19,5,1,1,2,0,8,0.08333333333333333,0.0784313725490196,0.0386389512076599,1.8333333333333333,0.0
168,Japanese,16,19,10,1,2,3,0,15,0.05555555555555555,0.049019607843137254,0.03272760081016912,1.0,0.0
169,Japanese,16,19,6,1,1,2,0,1,0.07407407407407407,0.006535947712418301,0.03687597364215226,1.5,0.0
170,Japanese,16,19,18,1,0,1,1,0,0.08333333333333333,0.0,0.05431128332643541,1.8333333333333333,0.0
171,Japanese,21,19,9,1,1,2,0,1,0.07407407407407407,0.006535947712418301,0.04762693588823312,1.5,0.0
172,Japanese,21,19,10,1,0,1,1,0,0.08333333333333333,0.0,0.062021020941943616,1.8333333333333333,0.0
173,Japanese,21,19,14,1,1,2,0,2,0.05555555555555555,0.006535947712418301,0.03069229508048595,1.0,0.0
174,Japanese,21,19,18,0,2,2,0,18,0.0,0.0,0.021538381150438067,0.0,0.0
175,Japanese,21,19,7,1,1,2,0,1,0.10101010101010102,0.032679738562091505,0.08202294521244051,2.928968253968254,0.0
176,Japanese,21,19,8,1,0,1,1,0,0.10185185185185186,0.0,0.09125697776446605,3.0198773448773446,0.0
177,Japanese,21,19,16,1,1,2,0,2,0.1,0.058823529411764705,0.07116079708675443,2.8289682539682537,0.0
178,Japanese,21,19,2,1,1,2,0,3,0.09876543209876543,0.0784313725490196,0.05837937825790383,2.717857142857143,0.0
179,Japanese,21,19,17,1,1,2,0,4,0.09722222222222222,0.09150326797385622,0.04334193035517213,2.5928571428571425,0.0
180,Japanese,21,19,3,1,2,3,0,6,0.09523809523809523,0.11764705882352941,0.05130262653875346,2.4499999999999997,0.0
181,Japanese,21,19,4,1,0,1,1,0,0.09722222222222222,0.0,0.04334193035517213,2.5928571428571425,0.0
182,Japanese,21,19,15,1,2,3,0,8,0.09259259259259259,0.13071895424836602,0.07003194003500958,2.283333333333333,0.0
183,Japanese,21,19,11,1,0,1,1,0,0.09523809523809523,0.0,0.05130262653875346,2.4499999999999997,0.0
184,Japanese,21,19,12,1,1,2,0,9,0.08888888888888889,0.11764705882352941,0.05705079086668635,2.0833333333333335,0.0
185,Japanese,21,19,5,1,1,2,0,10,0.08333333333333333,0.09803921568627451,0.041779701046190845,1.8333333333333333,0.0
186,Japanese,21,19,6,1,2,3,0,13,0.07407407407407407,0.08496732026143791,0.04762693588823312,1.5,0.0
187,Japanese,21,19,13,1,1,2,0,1,0.08333333333333333,0.00980392156862745,0.041779701046190845,1.8333333333333333,0.0
188,Japanese,21,19,1,1,0,1,1,0,0.08888888888888889,0.0,0.05705079086668635,2.0833333333333335,0.0
189,Japanese,21,19,19,1,1,2,0,14,0.05555555555555555,0.04575163398692811,0.03069229508048595,1.0,0.0
190,Japanese,25,19,11,1,1,2,0,1,0.08333333333333333,0.00980392156862745,0.039557163485561486,1.8333333333333333,0.0
191,Japanese,25,19,6,1,0,1,1,0,0.08888888888888889,0.0,0.05873348511193503,2.083333333333333,0.0
192,Japanese,25,19,18,1,3,4,0,6,0.07407407407407407,0.0392156862745098,0.05098945594082406,1.5,0.0
193,Japanese,25,19,13,1,1,2,0,1,0.08333333333333333,0.00980392156862745,0.039557163485561486,1.8333333333333333,0.0
194,Japanese,25,19,5,1,0,1,1,0,0.08888888888888889,0.0,0.05873348511193503,2.083333333333333,0.0
195,Japanese,25,19,10,1,1,2,0,1,0.08333333333333333,0.00980392156862745,0.039557163485561486,1.8333333333333333,0.0
196,Japanese,25,19,8,1,0,1,1,0,0.08888888888888889,0.0,0.05873348511193503,2.083333333333333,0.0
197,Japanese,25,19,4,1,1,2,0,7,0.05555555555555555,0.022875816993464054,0.030445792218771448,1.0,0.0
198,Japanese,25,19,7,0,4,4,0,18,0.0,0.0,0.02510983626635166,0.0,0.0
199,Japanese,25,19,9,1,1,2,0,1,0.05555555555555555,0.0032679738562091504,0.030445792218771448,1.0,0.0
200,Japanese,25,19,15,1,0,1,1,0,0.07407407407407407,0.0,0.05098945594082406,1.5,0.0
201,Japanese,25,19,3,1,1,2,0,1,0.09259259259259259,0.016339869281045753,0.09590634885042555,2.283333333333333,0.0
202,Japanese,25,19,12,1,0,1,1,0,0.09523809523809523,0.0,0.10662592334462621,2.45,0.0
203,Japanese,25,19,2,1,1,2,0,2,0.08888888888888889,0.026143790849673203,0.08329313518374347,2.083333333333333,0.0
204,Japanese,25,19,17,1,1,2,0,3,0.08333333333333333,0.029411764705882353,0.06845181792398115,1.8333333333333333,0.0
205,Japanese,25,19,1,1,1,2,0,4,0.07407407407407407,0.026143790849673203,0.05098945594082406,1.5,0.0
206,Japanese,25,19,16,1,1,2,0,5,0.05555555555555555,0.016339869281045753,0.030445792218771448,1.0,0.0
207,Japanese,25,19,19,1,1,2,0,1,0.05555555555555555,0.0032679738562091504,0.030445792218771448,1.0,0.0
208,Japanese,25,19,14,1,0,1,1,0,0.07407407407407407,0.0,0.05098945594082406,1.5,0.0
209,Japanese,26,23,8,1,1,2,0,1,0.06818181818181818,0.006493506493506494,0.039246837842757884,1.8333333333333333,0.0
210,Japanese,26,23,23,1,0,1,1,0,0.07272727272727274,0.0,0.05198312341022482,2.083333333333333,0.0
211,Japanese,26,23,17,1,1,2,0,2,0.06060606060606061,0.008658008658008658,0.0242628952854361,1.5,0.0
212,Japanese,26,23,7,1,4,5,0,20,0.045454545454545456,0.04329004329004329,0.026538420861988612,1.0,0.0
213,Japanese,26,23,6,1,1,2,0,1,0.0808080808080808,0.017316017316017316,0.08647801236740764,2.717857142857143,0.0
214,Japanese,26,23,5,1,0,1,1,0,0.08181818181818183,0.0,0.09213023564687067,2.828968253968254,0.0
215,Japanese,26,23,19,1,1,2,0,2,0.07954545454545454,0.030303030303030304,0.07982921546851325,2.5928571428571425,0.0
216,Japanese,26,23,21,1,1,2,0,3,0.0779220779220779,0.03896103896103896,0.07200886645240243,2.45,0.0
217,Japanese,26,23,13,1,1,2,0,4,0.07575757575757575,0.04329004329004329,0.06280817690410591,2.283333333333333,0.0
218,Japanese,26,23,18,1,1,2,0,5,0.07272727272727274,0.04329004329004329,0.05198312341022482,2.083333333333333,0.0
219,Japanese,26,23,9,1,1,2,0,6,0.06818181818181818,0.03896103896103896,0.039246837842757884,1.8333333333333333,0.0
220,Japanese,26,23,14,1,1,2,0,7,0.06060606060606061,0.030303030303030304,0.0242628952854361,1.5,0.0
221,Japanese,26,23,16,1,1,2,0,1,0.07272727272727274,0.008658008658008658,0.02974335118683446,2.083333333333333,0.0
222,Japanese,26,23,20,1,0,1,1,0,0.07575757575757575,0.0,0.043904976733927265,2.283333333333333,0.0
223,Japanese,26,23,10,1,3,4,0,5,0.06818181818181818,0.032467532467532464,0.039246837842757884,1.8333333333333333,0.0
224,Japanese,26,23,4,1,1,2,0,1,0.07272727272727274,0.008658008658008658,0.02974335118683446,2.083333333333333,0.0
225,Japanese,26,23,11,1,0,1,1,0,0.07575757575757575,0.0,0.043904976733927265,2.283333333333333,0.0
226,Japanese,26,23,1,1,0,1,1,0,0.07272727272727274,0.0,0.02974335118683446,2.083333333333333,0.0
227,Japanese,26,23,2,1,1,2,0,6,0.06060606060606061,0.025974025974025976,0.0242628952854361,1.5,0.0
228,Japanese,26,23,22,1,1,2,0,1,0.06060606060606061,0.004329004329004329,0.0242628952854361,1.5,0.0
229,Japanese,26,23,15,1,0,1,1,0,0.06818181818181818,0.0,0.039246837842757884,1.8333333333333333,0.0
230,Japanese,26,23,3,0,2,2,0,22,0.0,0.0,0.018623465075139276,0.0,0.0
231,Japanese,26,23,12,1,0,1,1,0,0.045454545454545456,0.0,0.026538420861988612,1.0,0.0
232,Japanese,27,38,18,1,2,3,0,2,0.04054054054054054,0.0045045045045045045,0.02106160928714068,1.8333333333333333,0.0
233,Japanese,27,38,25,1,0,1,1,0,0.043243243243243246,0.0,0.01785749961641177,2.083333333333333,0.0
234,Japanese,27,38,37,1,0,1,1,0,0.043243243243243246,0.0,0.01785749961641177,2.083333333333333,0.0
235,Japanese,27,38,36,1,1,2,0,3,0.036036036036036036,0.0045045045045045045,0.014300403022910092,1.5,0.0
236,Japanese,27,38,7,1,2,3,0,35,0.02702702702702703,0.026276276276276277,0.012691721350930388,1.0,0.0
